9882342,GARNiDELiA - “grilletto” _ AFA Singapore Live _ Music Video,5,6,64,2835
9882438,GARNiDELiA - Gokuraku Jodo 「極楽浄土」 At J-Pop Summit 2016_HD,4,13,103,6750
9882555,GARNiDELiA - Grilletto At J-Pop Summit 2016_HD,7,13,74,3231
10092222,GARNiDELiA马拉西亚采访(中英字幕),7,7,78,2413
10019472,【GARNiDELiA】J-pop summit2016旧金山演出(分p),25,102,773,15123
10678843,【水橋舞】少女时代的表演视频,24,30,235,17268
10588996,【MARiA】歌曲合集,13,60,971,9131
3670463,【逗鱼时刻】第26期 王师傅真的转运了？,173,523,553,482709
3699244,【黄金时刻】炉石传说黄金公开赛沈阳站精彩集锦,15,116,95,100433
3756803,【逗鱼时刻】第28期 给你一个翻盘的机会,83,367,678,500180
3715058,【逗鱼时刻】第27期 熊大这个菜鸟,97,466,669,442787
3800757,【逗鱼时刻】第29期 摸腿骑的故事,398,683,1357,623165
3845154,【逗鱼时刻】第30期 那可真蠢,84,445,496,401402
10612125,火影忍者-忍術手印,36,28,549,18095
10679565,【水橋舞】Cagayake! GIRLS纯人声合唱,5,7,53,2386
10701596,【水橋舞】CHIX CHICKS组合纯人声合唱,6,5,25,1353
10734453,【GARNIDELiA】Maria的小视频,28,28,345,12364
10783928,【水橋舞】早期歌曲合集,12,13,100,5090
10995237,【GARNIDELiA】名古屋2016町会议(高清版),6,31,113,2127
11024693,【GARNIDELiA】2012上海舞动漫樱乐祭,8,12,82,5111
11024777,【GARNIDELiA】上海舞动漫樱乐祭告知及反馈,3,7,45,1744
11437619,[GARNiDELiA]神奇的小魔术,12,15,98,3640
11833011,【GARNIDELiA】SPiCa中文字幕,16,18,91,3252
11844573,【GARNIDELiA】枪神推广曲,34,17,107,4707
12288462,【GARNiDELiA】Violet Cry(初回A)开箱视频,3,3,3,698
12320925,【GARNIDELiA】Violet Cry歌曲全集,4,21,88,2920
12551153,【GARNiDELiA】新加坡采访（中英字幕）,5,10,57,1281
12821638,【小林幸子&GARNiDELiA】吉原哀歌,91,82,794,26672
13142422,【GARNiDELiA】“我们的歌，又好又棒很完美”（中英字幕）,7,17,88,3128
13669534,【GARNiDELiA】穿越数字森林的佳人，生日快乐2017.1.31,9,14,48,1055
13682978,【水橋舞】Maria的老相册,16,20,118,4097
13722595,【Maria】庆生吹蜡烛~,14,20,85,2666
14028676,【水橋舞】小萝莉Mai~,13,24,158,14219
14250777,【水橋舞】Maria的趣闻轶事,64,35,389,25198
14537964,【GARNiDELiA】ARiA、百年之恋、SPiCA,5,12,44,1496
14639371,【極楽浄土】官方现场版（音质爆炸，别戴耳机）,2682,2840,27911,1762462
14731958,【轻松一下】基情注视，尴尬感爆表~,1,0,5,498
14827878,【GARNiDELiA】“心之瓶”,14,28,98,3640
14987841,【GARNiDELiA】2017.3.10香港演唱会告知,11,12,95,4514
15327205,【GRND】翻唱:残酷天使的行动纲领（from：新世纪福音战士）,14,30,132,4092
15995278,【MARiA】Risky Game,5,13,27,409
10077073,【GARNiDELiA】北美动漫展采访(中英字幕),10,16,183,6252
10092539,GARNiDELiA向台灣的歌迷問好（中文字幕）,6,11,163,9654
10215229,【GARNiDELiA】颜控福利，超近距离特写,2622,3128,29730,1276542
10237069,【水橋舞】是的，极乐净土她唱的--水橋舞小姐14岁时的表演视频,957,432,7733,572767
10336404,【GARNIDELiA】PlayStation Music,5,6,77,2076
10478601,【GARNiDELiA】上海演出+中文综艺（多p） 听Maria飙中文啦~,82,95,1132,60601
10573380,【婚礼表白】我愿意,1,0,2,455
10585772,【GARNiDELiA】 LINE（持续更新）,47,36,374,15969
2201209, 【动漫盘点】十大方便实用的超能力,50,844,1047,132001
2396853,UP主喜欢的劳模们！,56,232,2098,145912
2482114,【精选】那些燃爆的动漫OP,67,634,7905,-1
2524984,【精选】那些燃爆的电视剧OP,301,1709,9464,804355
2560226, 【精选】抖腿神曲！二次元VS三次元,44,264,2280,130549
2846174,敖厂长大战六道（交友不慎系列(=・ω・=)）,1523,824,1989,606142
3200409,【六道盘点】恐怖动漫推荐！,52,419,10632,-1
4055292,【六道盘点】安能辨我是雄雌？十大伪娘动漫推荐,44,431,5486,453314
4230439,【六道盘点】那些笑尿的动画片段！,594,1118,7646,869606
4309203,【六道盘点】那些帅炸的动漫男神！,39,422,1812,133159
4518454,【六道盘点】违和感爆表！那些瞎狗眼的动画真人版,38,593,3111,288520
4530129,【六道笑点】国语小埋你见过没！？,134,2048,4773,386813
4557379,【六道笑点】神剧情！进击的巨人真人版,48,193,1191,234089
4572018,【六道盘点】日漫中的中国角色,88,741,2971,223117
4597249,【六道盘点】逝去的感动！离我们而去的动漫角色,40,2115,4413,162684
4610052,【六道MAD】监狱的诱惑！我不断在寻找，能够代替《狐狸精》的歌曲,95,551,1844,195323
27116817,秒懂热词：望远镜为啥上热搜了？这可能是望远镜最不正经的一个解释,21,10,14,6825
27228192,何为知识焦虑？知识付费到底是不是骗局？,21,5,8,1027
27326928,“套路”一词怎么就变味儿了？带你了解套路的前世今生,16,2,5,535
27370561,秒懂热词：为什么要把一些人称为“大咖”？,17,2,2,526
27419418,吸猫什么意思？关于喵星人的十大冷知识,17,3,10,1058
27461289,基尼系数是什么？为什么贫穷限制了你的想象力？,27,8,14,2029
27525673,尬聊什么意思？总有一些人能分分钟把天聊死,13,2,5,1136
27542601,暗物质是什么？关于暗物质你想知道的都在这里,131,60,226,21948
27633302,秒懂热词：你知道“斜杠青年”是什么意思吗？,16,0,7,1108
27698212,水逆什么意思？真的会带来霉运吗？,17,6,4,1120
27749864,狗带什么意思？终于找到原版视频了！,22,1,28,4399
27791347,黄冈“堵城”躺枪！其实我一点都不堵！,9,2,3,520
27842997,“教科书式耍赖”一词走红！什么人会被称为老赖？,12,2,5,761
28061290,一个故事看懂货币发展史与比特币的原理,79,55,225,6081
28104128,“戏精”什么梗？人生如戏全靠演技啊！,15,3,1,3156
28150425,秒懂热词：人们常说的“985”和“211”是什么意思？,27,7,11,2691
28256635,“佛系90后”火了！你知道什么意思吗？,139,78,316,70516
28318311,袁立被称为“社会我立姐”，你知道这个词的由来吗？,8,2,3,3327
28416999,你又不信基督教，为什么还过圣诞节？,16,8,23,2100
28459657,“你的良心不会痛吗”一词中被你冤枉的李白,31,8,9,1991
28556253,你知道几个？2017年度网络热词你想知道的都在这里！,33,10,27,1777
28760442,涨知识！为什么圣诞节的主色调都是红配绿？,19,8,5,1117
29394874,平面镜不能成实像？一个简单的实验证明教科书是错的,105,40,64,9775
29718547,关于四维空间理解上的一些错误，四维时空和四维空间是不同的,516,368,333,27836
30548972,你犯过这个物理学中的常识性错误吗？质量与重量的区别,117,60,54,10317
31476517,白话相对论（一）：爱因斯坦和相对论的前世今生,415,383,248,27946
31587154,白话相对论（二）：快速理解神奇的时间膨胀效应,296,261,198,28073
33089122,白话相对论（三）：狭义相对论中的核心问题，同时的相对性,306,269,139,23322
25826937,30秒懂热词：谜一样的老司机并不像你想的那么污,20,8,6,1153
25877674,30秒懂热词：我的“小目标”就是嫁给王思聪,10,0,2,881
25891029,30秒懂热词：“槑”你要是能读对算你赢,13,4,5,1188
25939364,30秒懂热词：原来“萝莉”的由来竟是她！,18,11,6,1190
25995672,30秒懂热词：“你懂的”是一代人真的懂了的象征,35,26,2,665
26037160,30秒懂热词：嘻哈江湖一“diss”泯恩仇,12,3,5,923
26074782,家喻户晓的双十一购物节是怎么来的？,15,6,6,740
26195282,30秒懂热词：“中二病”的世界你不懂！,18,1,6,1044
26233876,30秒懂热词：老铁并不是一起舔过铁的人！,17,4,7,790
26277918,杀马特：嘲笑的背后竟是中国青少年亚文化的悲哀,24,4,4,1150
26332198,为啥爱豆们都喜欢这个手势？知道比心的由来吗？,25,6,4,782
26372911,来看看你是不是一个合格的剁手党,14,2,2,472
26434539,2000元的幼儿园和20万的有什么区别？,22,10,11,1791
26471855,光棍节的由来：我单身我骄傲,16,2,1,491
26526843,30秒懂热词：功守即阴阳，功守道你真的懂吗？,14,2,3,961
26591549,连马云都不懂的二次元你知道是什么意思吗？,17,6,5,975
26621169,丁克什么意思？为什么越来越多的人喜欢做丁克？,16,4,10,1626
26665363,大吉大利今晚吃鸡是什么梗？,23,6,10,1574
26716837,关于好基友和好闺蜜你知道多少？基友一词是怎么来的？闺蜜还是闺密？,14,2,2,613
26822510,不明真相的吃瓜群众是怎么流行起来的？,14,0,6,869
26886766,吐槽这个词，你可能一直都理解错了,20,3,3,785
26931588,233的由来竟是这个表情！表示搞笑的网络词语你还知道哪些？,17,7,3,1042
26980511,敲门妆是什么妆？女性一生化妆竟然用掉两年半！,12,4,2,645
27032094,维多利亚到底有啥秘密？带你了解维密的由来,24,4,5,1409
12758572,年夜饭终结者：惠灵顿火鸡！此鸡一出无人能挡！,9819,9487,5369,647326
12927362,【芋小厨】2分钟学会:超简单超好吃的玫瑰苹果挞,4650,3467,5414,355343
13068920,今天我做了一碗翔汤……,5059,3926,1869,413601
27070791,人们常说的又双叒叕什么意思？怎么读？,27,11,13,2662
13282496,一分钟学会：一碗搞定【女神】的汤！,3752,2510,5456,349534
13567604,[大年夜]你五行还缺一道海鲜饭,4411,3047,2873,382247
13958683,情人节的正确打开方式｜芋头SAMA,5790,4433,8806,471967
14435741,香(皮)辣(皮)虾，我们走！｜芋头SAMA,4734,5900,5284,385495
14723473,叫响春天的米纸卷｜芋头SAMA,4652,3466,4863,456261
15097794,快来我碗里看樱花吧！樱花水信玄饼｜芋头SAMA,8458,14550,22593,711843
15363545,报告！前方炸酱面已经沦陷！产下一枚汉堡！｜芋头SAMA,11336,23211,7201,580738
15708721,超全煮蛋指南—祝你们四一情人节快乐｜芋头SAMA,4685,5569,9366,357032
16064202,［厨刀］一千元的刀真的好吗？｜芋头SAMA,3073,2782,1081,383727
16335696,【我要减肥】超美味不长胖紫苏鲑茶渍｜芋头sama,4718,4912,5036,450469
16739436,乡愁·如何在美国摊煎饼果子(疑似物)？｜芋头SAMA,6394,4926,3903,583569
17094728,【达拉崩吧】教你做土豆牛肉面啦！｜光一 x 芋头SAMA,30712,61953,25100,1037511
1926810,【误解向】据说漆黑的子弹出剧场版了？剧情怎么不一样了,582,3825,5643,355356
2054113, 【玩坏sao】桐人终于做漫画家了,这下真的无法直视,3626,60194,52718,1711205
2182676,【玩坏sao】漫画家桐人第二弹，温暖人心GGO完结篇,2088,30637,25602,748498
2755490,【斩.赤瞳/伪剧情】塔茲米x威尔的正义物语【伪完结纪念】,1493,8811,18108,487106
3534780,【黑篮/剧情向】弱虫黑子的炎之篮球物语——再弱小的火焰,也有绽放光明的一天,964,6501,10246,278436
4406256,【春物MAD】泛式的比企谷观察日记——他和她的青春果然还将继续错下去,4599,48933,43962,665511
4771846,【国漫】幻夜浮屠Fate's Tower宣传PV,147,580,705,46369
5501532,【泛式/单集MAD】落第骑士: 最弱VS最强——唯一神的陨落,1781,6384,4684,248867
5967342,【泛式/单集MAD】一拳超人: 深海王篇——不屈的正义,28748,156808,113269,3177077
7099320,【泛式/误解向】我的一色彩羽妹子果然是女主——比企鹅X一色的恋爱日记,7292,74868,52415,978229
7479921,【动作AMV】银魂开播十周年混剪——银时之魂永不灭,1266,6412,4514,-1
8262119,【泛式/单集MAD】排球: 乌野VS青城———及川彻不是天才。,4680,28967,18833,455391
8852196,如何用甲铁城翻拍罪恶王冠？（3分钟先行预告版）,529,26768,18507,451480
23591855,【英雄联盟】英雄志逐传奇 - Doublelift | 2017全球总决赛,42,50,77,5056
23794970,【英雄联盟】#2017全球总决赛#战队巡礼-lpl,30,42,24,3091
24089876,【英雄联盟】9月24日TOP5操作：WhiteLotues卡莉斯塔献首个五杀,18,29,6,1384
24135499,【英雄联盟】2017全球总决赛-9月25日TOP5：Padden克格莫走A豪取五杀,3,9,2,1927
24137048,【英雄联盟】openday-拳头游戏音乐大师空降中央音乐学院，无状态骆歆首次同台献唱,14,12,5,850
24156830,【英雄联盟】#LOL皮肤#银河魔装机神系列,12,17,9,2447
24159727,【英雄联盟】#2017全球总决赛#武汉城市宣传片--我的城市，我和电竞,42,27,29,4799
24194621,【英雄联盟】2017全球总决赛-9月26日TOP5：Ramune辛德拉1V2秀翻中野,12,20,6,1493
24219926,【英雄联盟】2017全球总决赛入围赛第二轮第一比赛日预告片,6,12,4,611
24220253,【英雄联盟】（英雄麦克疯）卖萌就要玩薇恩 看大舅子么么哒,30,88,113,25865
24256320,【英雄联盟】2017全球总决赛-9月28日TOP5：Jirall卡密尔怒秀无解E闪,17,14,3,1528
24266276,【英雄联盟】#LOL皮肤# 玉剑传说：天地相逢处。,21,29,57,3180
24266550,【英雄联盟】# LO皮肤#玉剑传说皮肤曝光！剑圣摘面具，剑姬风女衣袂飘飘,19,19,33,3993
24272035,【英雄联盟】入围赛预告片WE-这是我们的主场，我们要用最好的状态赢得比赛,17,16,26,3478
24316151,【英雄联盟】#英雄联盟S7#我们一起拼到底！LPL对你-意味着什么？,11,34,24,2279
24443614,【英雄联盟】看骚男 55开 大司马领衔主播为LPL加油#英雄联盟S7#,18,27,9,2982
24504886,【英雄联盟】-吴亦凡应援LPL：和我一起来，2017全球总决赛为#LPL加油#！#英雄联盟S7#,27,29,14,1591
24544218,【英雄联盟】WWE巨星应援LPL #英雄联盟S7#,45,15,17,2878
24552431,【英雄联盟】#明星应援LPL#杰伦小公举来了,29,23,7,2756
24575055,【英雄联盟】功夫与英雄--百折不挠、厚积薄发、无所畏惧#英雄联盟S7#,134,73,33,2345
24796152,【英雄联盟】S7应援歌曲《绽放》--来自南征北战NZBZ,61,200,218,9330
24805318,【英雄联盟】10月8日TOP5：Uzi图奇火力全开豪取四杀#2017全球总决赛#,30,47,9,3479
24806665,【英雄联盟】日服新SG系列-Fates Fall,28,35,49,2712
24842917,【英雄联盟】英雄更新：痛苦之拥 伊芙琳#LOL英雄#,36,69,46,4187
24977926,freestyle小青龙为悟空打Call，新曲首发,20,23,15,44788
25199428,【英雄联盟】全球首届音乐节-11月3日 水立方见,144,94,40,5361
25214241,【英雄联盟】#英雄联盟s7#  10月14日TOP5：xiye卢锡安强势单杀蛇女,16,17,10,1671
25213906,【英雄联盟】#英雄联盟s7# 10月15日TOP5：Huni杰斯灵性传送强拆基地,17,25,5,2315
23271097,【英雄联盟】PDD玩很6，猪皮恶霸鬼畜热舞辣眼睛,6,119,119,21201
23270050,【英雄联盟】星之守护者阿狸动画：初之际,117,69,269,11224
23286036,【英雄联盟】点亮初际：2017星之守护者皮肤预告-gameplay,12,13,33,2014
23304451,【英雄联盟】9月9日战斗之夜，6倍经验6倍金币，一起来开黑,4,10,3,931
23317213,【英雄联盟】大司马变红毛怪，PDD浪里白条之出水芙蓉，玩很6,2,9,2,2998
23444161,【英雄联盟】（玩很6）Part1-大司马直播抓鸡 若风惨遭miss挂电话（此处心碎）,4,12,43,3128
23503405,【英雄联盟】2017全球总决赛赛制详解,9,14,15,2041
54248675,老活新作明清珍品梳头匣第二集,21,14,13,1555
54248621,老活新作明清珍品梳头匣第一集,46,27,16,2330
54365725,五个抽屉小柜第四集,22,20,12,1159
54365849,五个抽屉小柜第一集,32,21,26,1774
54365857,五个抽屉小柜第二集,18,11,13,1346
54365815,五个抽屉小柜第三集,20,17,9,1109
54473937,五个抽屉小柜第五集,9,8,9,1262
54474010,五个抽屉小柜第六集,12,12,11,986
54474023,五个抽屉小柜第八集,13,10,7,669
54474018,五个抽屉小柜第七集,12,6,11,847
54580914,五个抽屉小柜第十集,7,8,7,689
54580915,五个抽屉小柜第九集,8,2,8,587
54580942,五个抽屉小柜第十一集,7,6,7,648
54580950,五个抽屉小柜第十二集,14,8,9,686
54698213,五个抽屉小柜第十三集,13,5,11,1027
54698215,五个抽屉小柜第十四集,20,14,11,1714
65101970,林檎花火とソーダの海 / まふまふ,3856,4088,3027,11794
65102282,戯曲とデフォルメ都市 / まふまふ feat. IA,3683,3555,2529,9268
65102639,いかないで / まふまふ【歌ってみた】,4930,5148,4076,19088
65102686,kiss / まふまふ【歌ってみた】,3859,3949,3131,12743
65102766,かなしみのなみにおぼれる / まふまふ【歌ってみた】,4598,5071,3765,16423
65102997,オーヴァークロック/ まふまふ【歌ってみた】,3201,3149,2456,7960
65103081,ショパンと氷の白鍵 / まふまふ feat. 初音ミクsweet,3385,3065,2300,6213
65103200,自傷無色 / まふまふ【歌ってみた】,5037,5140,4310,21851
65103138,戯曲とデフォルメ都市 / まふまふ,3106,3440,2741,10393
214887,小缘翻唱-EAT ME,32,161,588,38456
218066,【治愈向·小缘】For fruit basket【P2慎入】,30,103,303,32582
219652,【卖萌】小缘翻唱-ぐーぐー,37,141,570,60324
223148,小缘翻唱-messiah or desire,24,78,277,23979
224973,小缘呆又呆,72,457,2113,166802
229106,小缘翻唱-からくりピエロ,43,186,868,51511
233160,小缘翻唱-花开OP2面影ワープ,24,106,176,25389
243272,小缘翻唱-純潔パラドックス,25,82,206,19064
243499,【小缘翻唱】白兔糖插入曲-はじめの一歩,31,92,145,13290
244549,小缘翻唱-君と見た星空,47,274,1148,58807
246112,【小缘原创·新PV付】ありがとう【小缘+H.K.君】,67,653,1509,60833
248660,小缘翻唱-Souvenir,25,127,333,23511
258583,小缘翻唱-あなたがいた森,35,124,285,32515
262583,小缘翻唱-愛してる,42,146,351,39462
308432,【小缘原创】パンツの唄（胖次之歌）,87,845,1925,124720
327606,【小缘翻唱】Promised Love～ダイスキ×100～,23,127,246,26268
330431,【小缘翻唱】カーニバル,28,124,283,21068
332877,【小缘】If you were by my side,25,118,327,38370
341225,【QAQ对不起，我喜欢你】小缘翻唱-きみにごめんね,49,310,1609,85755
345615,【小缘翻唱】-cat's dance,25,172,401,24074
365197,【小缘翻唱】妖狐XSS ED sweets parade,45,235,1033,57850
366221,【小缘翻唱】白金ディスコ TVsize [demo],60,351,1535,125871
377935,【小缘翻唱】paranoia,28,120,385,33423
390049,【月见】白金ディスコ,34,98,255,55539
390583,[Ryu&小缘]choose me,31,277,974,54652
394290,candy candy-小缘翻唱,36,128,414,26824
397113,キミソラキセキ-小缘翻唱,41,290,985,89050
49983234,【舰长实验室】能一拳打烂一堵墙的机械铁拳来了、一起感受一下男人的铁拳吧。,299,232,51,15858
50454033,【舰长实验室】宅男自制媲美灭霸拳套的机械铁拳，既然铁拳做出来了，那就开始狂（po）欢（huai）吧,2475,922,125,48963
51671378,【舰长实验室】粉丝投稿：让我动手做一辆方形轮子的自行车，并骑动它！,565,608,72,16083
52509520,【舰长实验室】上期做了辆方轮自行车，这期就到路边给路人测试一下。10元一次，骑10米就给100元。,313,177,32,14396
53876491,技术宅自制《疯狂的麦克斯》里面的喷火吉他,573,987,109,15143
54376050,技术宅自制“喷火吉他”，弹起来真能喷火么？,465,585,73,8834
54878027,技术宅为实现摇滚音乐梦想，自制喷火吉他,273,195,36,8353
55400382,能1分钟吹干头发的吹风机【万千少女期待的发明】,162,159,16,3399
55697378,【自制1分钟速干吹头机】找来大萌妹亲身测试一下，一定要看到最后呀，吹完头简直太美了,194,152,23,7263
3814813,量产型⑨缘生产手册,138,380,531,138046
3865809,【小缘翻唱;完整版】恋愛サーキュレーション,320,1788,5501,335207
3939,【小缘翻唱.⑨歌钢琴版】そんなゆめをみたの - lonely dreaming,44,266,793,61170
9328,【小缘翻唱&渣MAD】[轻音2OP]GO!GO!MANIAC,37,120,185,30356
74285,⑨缘⑨首①年来翻唱合集精选,35,144,618,44239
88648,爷才没卖萌呢(脸红,54,160,522,103659
92960,小缘翻唱-ハッピーシンセサイザ,42,126,324,26860
94051,缘露露OP，嗯，缘露露,47,164,394,37124
94761,小缘翻唱-魔法少女小缘OP,51,362,1043,95078
113704,小缘翻唱-モノクロスロード,36,110,204,22654
135884,小缘翻唱-マトリョシカ,42,108,394,28918
137211,小缘翻唱-パラジクロロベンゼン,29,95,177,16048
137524,小缘翻唱-花开OP tv size,31,89,208,20190
140396,小缘翻唱-花开OP完整版+印象曲,43,166,619,56919
144599,小缘翻唱-secret base ～君がくれたもの～ (10 years after Ver.),224,2777,9065,296809
158242,王子sama快骑着草泥马来接小缘吧,38,150,456,46427
163286,【小缘】给妈妈的有点早的情书,40,178,490,43625
167905,小缘翻唱-さよならのかわりに、花束を,31,84,269,18100
174341,小缘翻唱-嘘つきの世界,33,81,255,25279
189526,【小缘·三声线】ReAct,54,263,1131,50962
189575,小缘翻唱-レンラクマダー？,40,156,375,24536
193513,小缘翻唱-月景色,23,70,148,14250
917186,【神作】SLG 超级MUGEN大战 第一季全集,33,152,1400,199431
165792,神威鬼鸣调教4岁小萝莉说ANIKI,35,64,811,130088
178065,【SLG MUGEN】超级MUGEN大战·第二季·06,1,10,24,19905
179366,2011chinajoy南京赛区决赛【王国之心by狼裔动漫社】,3,3,13,4784
182363,[国人原创]世界唯一物无能力者·简介短片,2,2,13,5432
187578,[循环祭翻唱]桂电别停水[by弯弯],9,23,108,-1
188957,【弯弯】墓参り[宅魂YY：24998],2,7,35,5468
191063,[怀旧向]魔力宝贝-岚之物语,1,2,17,4134
212889,星言翻唱-墓参り,2,5,8,2788
215284,【SLG MUGEN】超级MUGEN大战·第二季·07,1,134,91,34579
224462,音♂效添加の幻想万滑茎,7,9,122,18546
227002,怎么看灵梦怎么像二爷,3,3,54,17386
231053,【神威鬼鸣】《基友》超治愈系━(゜ V゜)━基~,7,238,1667,-1
231197,【SLG MUGEN】超级MUGEN大战·第二季·08,2,35,23,16233
250736,【SLG MUGEN】超级MUGEN大战·第二季·09,1,20,23,21677
294426,【神威鬼鸣】飞雪庆生の歌-神威鬼鸣\(^o^)/祝雪哥生日快乐~！,17,26,60,13056
307122,【神威鬼鸣】千本乱唱（跟风nimabi~,184,350,2120,184478
318591,[哲♂学のMTV]同撸的你❤带给你不一样的感动❤,18,47,330,38035
319767,【庆生洗脑派对】《哲♂学韵味の庆生歌》,10,4,19,12131
333949,【SLG MUGEN II】春节ktv mugen,4,50,48,16996
360151,【SLG MUGEN II】超级MUGEN大战@ 12,3,46,23,15946
381393,【SLG MUGEN II】超级MUGEN大战@ 13,2,23,16,11512
404365,【SLG MUGEN II】超级MUGEN大战@ 14,3,37,18,17487
422172,【神威鬼鸣】黑根♂射手[人声版],47,309,1398,135401
428841,【SLG MUGEN II】鬼谋vs神运 15,2,39,20,16160
429356,[人声鬼畜]白金old spice-【by神威鬼鸣（坏掉了）,7,20,81,29551
431732,【音MAD】潜行吧！VAN♂呀子-1分10秒后开始正片,33,264,2370,-1
27952,【AC搬运】某YY频道BOSS卖萌,4,3,8,11405
27954,【CF】猎狐者|飞虎队卖萌|生化幽灵,18,20,251,108155
27956,【UTAU】 チルノのパーフェクトさんすう教室 【ドナルド】,8,4,44,6064
27957,【平胸绫】EleC☆TriCk Music Clip,8,4,34,5595
27959,【⑨舞】大庆文博会福娃福娃撸,8,3,7,6376
50198,[福利向]业务员表示！摇滚也能同步！,2,4,21,17311
56878,充气娃娃拥有面部表情！让娃娃更逼真！,5,4,110,36490
66495,♂神威鬼鸣♂飞雪庆生-无力去爱谁【雷慎入】,6,17,55,17748
85021,【神威鬼鸣】呀啦那一卡【新年の一发】,358,743,3923,190785
89825,我得到神奇小LOLI啦~,9,7,63,13975
92609,【SLG MUGEN】超级MUGEN大战·第二季·01,3,11,107,41062
95535,【超越上老师】把根留住&天堂,6,6,14,10885
163671,【神威鬼鸣】胸毛の呗【治愈-五代目】,86,283,2115,128267
4268387,【逗鱼时刻】第38期 他大舅他二舅都是他舅,41,355,525,398516
3889315,【逗鱼时刻】第31期 吃了屎一样难受,82,524,498,416525
3922532,【黄金时刻】炉石传说黄金公开赛福州站精彩集锦视频,11,147,235,143844
6638861,【黄金时刻】炉石传说黄金公开赛广州站精彩集锦,12,1221,376,364529
6753616,【逗鱼时刻】第64期  我这不是贱吗,60,2819,832,756707
5718017,【逗鱼时刻】第57期  那些年会长打过的炮,43,1716,1034,664991
32945360,【逗鱼时刻】第73期  王者归来,248,3508,1742,1113075
7696062,守望先锋召集令，你准备好了吗？,11,1208,1457,312808
7812910,炉石传说：【天天素材库】 第8期,29,1230,335,457336
7867854,【逗鱼时刻】第74期  NB弱鸡，缺个司机,107,2415,869,940849
9373356,【逗鱼时刻】第81期 尔康大战洗剪吹,127,3538,956,1086219
11573015,炉石传说：【天天素材库】 第29期,52,10677,1806,746223
11413836,炉石传说：【天天素材库】 第28期,27,8034,656,713575
11536258,守望先锋【午时已到】第18期：玩游戏就是为了快乐,26,5465,2781,809509
11764143,炉石传说：【天天素材库】 第30期,28,5650,571,758406
11886942,守望先锋【午时已到】第19期：精准的德国工艺,17,4058,704,629261
11922659,炉石传说：【天天素材库】 第31期,33,6675,468,675610
12000460,【逗鱼时刻】第90期 发牌员满满的恶意,193,45405,4924,1305988
12093459,炉石传说：【天天素材库】 第32期,28,5720,438,725807
12170958,【逗鱼时刻】第91期 多么痛的领悟,122,14723,1697,1168414
12226075,守望先锋【午时已到】第20期：别人家的天使,19,3858,1053,713053
12264407,炉石传说：【天天素材库】 第33期,28,5755,470,723550
12354630,【逗鱼时刻】第92期 王师傅慢工出细活,118,10433,1012,1170946
12445803,炉石传说：【天天素材库】 第34期,22,6617,580,771610
12531966,【逗鱼时刻】第93期 让火焰净化一切,341,37510,2696,1341770
12592528,守望先锋【午时已到】第21期：大锤疯狂搞事情,13,5776,1070,669700
12633728,炉石传说：【天天素材库】 第35期,34,10658,630,821963
12713430,【逗鱼时刻】逗鱼时刻2016 TOP50,816,43402,14767,2098745
